gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
Male,No,no_enrollment,Graduate,STEM,>20,2,180,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,7,0
Male,No,no_enrollment,Masters,STEM,>20,never,72,0
Female,Yes,no_enrollment,Masters,STEM,5-9,1,40,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,200,0
Male,Yes,no_enrollment,Graduate,Humanities,1-4,1,49,0
Male,Yes,no_enrollment,Graduate,Arts,<1,1,33,0
Male,No,Full time course,Graduate,STEM,5-9,never,44,0
Male,No,no_enrollment,High School,Humanities,1-4,never,157,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,51,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,38,0
Male,Yes,no_enrollment,Masters,Arts,>20,1,13,1
Male,Yes,no_enrollment,Masters,STEM,>20,>4,15,0
Female,Yes,no_enrollment,Graduate,STEM,15-20,2,6,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,80,1
Male,Yes,no_enrollment,Masters,STEM,10-14,2,28,0
Male,Yes,no_enrollment,Graduate,STEM,>20,4,108,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,61,0
Male,Yes,Part time course,Graduate,STEM,1-4,4,50,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,50,0
Male,No,no_enrollment,High School,STEM,15-20,>4,60,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,138,0
Male,No,Full time course,Graduate,STEM,1-4,never,37,0
Male,No,Part time course,High School,STEM,1-4,3,105,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,109,0
Male,Yes,no_enrollment,Masters,STEM,>20,2,43,0
Female,No,Full time course,High School,STEM,1-4,1,16,1
Male,Yes,no_enrollment,Masters,STEM,>20,2,12,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,112,0
Male,No,Full time course,Masters,STEM,5-9,>4,92,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,2,144,0
Male,No,Full time course,Graduate,STEM,1-4,1,17,1
Male,Yes,Part time course,Graduate,STEM,10-14,1,99,0
Male,Yes,Part time course,Masters,STEM,10-14,2,100,0
Male,Yes,no_enrollment,Masters,STEM,10-14,2,178,0
Male,No,no_enrollment,Graduate,STEM,>20,>4,22,0
Female,Yes,Full time course,Graduate,STEM,10-14,2,7,1
Male,Yes,no_enrollment,Masters,STEM,10-14,>4,240,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,30,0
Male,No,Full time course,High School,STEM,1-4,1,194,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,97,0
Male,No,no_enrollment,Primary School,STEM,1-4,never,68,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,72,0
Male,No,Full time course,Graduate,STEM,5-9,1,92,1
Male,Yes,no_enrollment,Masters,STEM,1-4,1,3,0
Male,Yes,no_enrollment,High School,STEM,1-4,4,12,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,10,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,157,0
Male,No,Part time course,Masters,STEM,15-20,never,10,1
Male,Yes,no_enrollment,Phd,STEM,15-20,1,113,0
Male,Yes,no_enrollment,Graduate,Arts,>20,2,26,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,124,0
Male,No,Part time course,Graduate,No Major,5-9,never,34,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,25,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,12,0
Male,No,no_enrollment,Graduate,STEM,5-9,2,36,1
Female,Yes,no_enrollment,Masters,STEM,5-9,4,28,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,91,0
Female,Yes,no_enrollment,Graduate,STEM,15-20,4,26,0
Female,Yes,no_enrollment,Masters,STEM,1-4,1,100,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,21,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,33,0
Male,No,no_enrollment,Graduate,STEM,5-9,1,25,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,21,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,79,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,107,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,28,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,51,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,31,0
Male,Yes,Full time course,Masters,STEM,5-9,1,11,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,85,0
Male,No,Full time course,Graduate,STEM,1-4,2,84,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,48,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,60,1
Male,Yes,no_enrollment,Masters,STEM,5-9,1,48,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,79,1
Male,Yes,no_enrollment,High School,STEM,10-14,1,26,1
Other,Yes,no_enrollment,Graduate,STEM,1-4,1,150,1
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,34,0
Female,No,Full time course,Graduate,STEM,5-9,>4,89,1
Male,Yes,no_enrollment,High School,STEM,5-9,1,26,0
Male,No,Full time course,High School,STEM,<1,never,24,0
Male,No,Full time course,Graduate,Other,1-4,1,13,1
Female,Yes,no_enrollment,Graduate,STEM,>20,>4,26,0
Male,No,Full time course,Graduate,STEM,1-4,1,28,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,4,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,45,0
Male,No,Part time course,High School,STEM,1-4,3,36,1
Male,No,Full time course,Graduate,STEM,1-4,1,9,1
Male,Yes,no_enrollment,Masters,STEM,10-14,1,116,1
Male,Yes,no_enrollment,Masters,STEM,5-9,1,50,1
Male,No,no_enrollment,Masters,Arts,1-4,never,51,1
Male,Yes,no_enrollment,Masters,STEM,5-9,4,113,0
Male,Yes,no_enrollment,High School,STEM,1-4,2,8,0
Female,Yes,no_enrollment,Masters,STEM,1-4,1,81,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,never,28,0
Male,No,Part time course,High School,STEM,1-4,2,66,0
Male,No,Full time course,Graduate,STEM,1-4,1,29,0
Male,No,Full time course,Graduate,STEM,1-4,1,107,1
Male,Yes,no_enrollment,Masters,Other,5-9,1,62,0
Male,Yes,no_enrollment,High School,STEM,15-20,>4,35,0
Male,No,no_enrollment,High School,STEM,1-4,never,12,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,10,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,288,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,3,1
Male,Yes,Part time course,Graduate,STEM,1-4,1,33,0
Male,Yes,no_enrollment,High School,STEM,15-20,2,17,0
Male,No,Full time course,Graduate,STEM,1-4,never,84,1
Male,No,no_enrollment,High School,STEM,5-9,1,41,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,17,0
Male,No,no_enrollment,Graduate,STEM,>20,2,132,0
Male,Yes,no_enrollment,Graduate,Business Degree,1-4,1,148,0
Male,Yes,Part time course,Graduate,STEM,15-20,4,6,0
Male,No,no_enrollment,Graduate,Business Degree,5-9,>4,141,0
Male,Yes,no_enrollment,Masters,Humanities,>20,>4,63,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,146,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,11,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,58,0
Male,Yes,Full time course,High School,STEM,1-4,2,8,0
Male,Yes,Full time course,Graduate,STEM,1-4,2,66,0
Male,No,Full time course,Primary School,STEM,1-4,never,210,1
Male,No,no_enrollment,Masters,STEM,1-4,1,62,1
Male,No,Full time course,Graduate,STEM,1-4,never,94,0
Male,Yes,Full time course,Phd,STEM,5-9,1,24,1
Male,Yes,no_enrollment,Masters,STEM,>20,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,51,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,73,0
Male,No,no_enrollment,Masters,Humanities,15-20,>4,9,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,238,0
Male,No,Full time course,Graduate,STEM,15-20,never,139,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,3,55,0
Male,Yes,no_enrollment,Masters,STEM,15-20,4,50,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,111,0
Male,No,Part time course,Graduate,STEM,1-4,1,160,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,96,0
Male,Yes,no_enrollment,Masters,STEM,5-9,4,92,0
Female,No,no_enrollment,Graduate,Arts,<1,1,36,0
Male,No,no_enrollment,High School,STEM,1-4,never,24,0
Male,No,no_enrollment,Graduate,STEM,5-9,1,42,1
Male,Yes,no_enrollment,High School,STEM,5-9,1,86,0
Male,No,no_enrollment,High School,STEM,1-4,never,58,0
Female,No,no_enrollment,Graduate,Humanities,>20,never,7,0
Male,Yes,no_enrollment,Masters,STEM,1-4,1,123,0
Male,No,Full time course,Graduate,STEM,10-14,1,69,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,3,40,0
Male,Yes,no_enrollment,High School,STEM,10-14,>4,53,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,312,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,25,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,56,0
Male,No,Full time course,Graduate,Arts,1-4,1,41,0
Male,Yes,Full time course,Masters,STEM,10-14,2,31,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,68,1
Female,No,Part time course,Masters,STEM,<1,2,108,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,78,0
Male,No,no_enrollment,Graduate,Other,1-4,2,48,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,172,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,112,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,20,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,10,0
Male,No,Full time course,Graduate,STEM,<1,1,61,1
Male,Yes,no_enrollment,Graduate,Humanities,15-20,>4,11,0
Male,Yes,no_enrollment,Masters,STEM,10-14,2,32,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,2,0
Male,No,Part time course,Primary School,Arts,1-4,never,48,0
Female,Yes,no_enrollment,Masters,Business Degree,1-4,1,78,0
Male,No,Full time course,Masters,STEM,1-4,1,66,1
Male,Yes,no_enrollment,Graduate,STEM,>20,never,58,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,4,13,0
Female,No,no_enrollment,Graduate,STEM,1-4,3,69,1
Male,No,no_enrollment,Graduate,STEM,>20,>4,31,1
Male,No,Part time course,Graduate,STEM,5-9,2,135,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,18,0
Female,No,no_enrollment,Masters,STEM,1-4,1,202,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,264,0
Male,Yes,no_enrollment,Masters,STEM,5-9,2,156,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,15,0
Male,Yes,Full time course,High School,STEM,1-4,1,106,1
Male,Yes,no_enrollment,Masters,STEM,>20,never,40,0
Male,Yes,no_enrollment,Masters,Humanities,5-9,3,50,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,14,0
Male,No,Full time course,Masters,STEM,15-20,1,32,1
Female,Yes,no_enrollment,Masters,STEM,5-9,1,18,1
Male,Yes,no_enrollment,Masters,STEM,5-9,4,60,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,122,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,29,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,22,0
Male,Yes,no_enrollment,Graduate,Other,>20,1,26,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,17,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,11,0
Male,No,Full time course,Graduate,STEM,1-4,1,62,0
Male,No,Full time course,High School,STEM,5-9,never,152,0
Male,No,no_enrollment,Graduate,STEM,1-4,never,9,0
Male,Yes,Part time course,Graduate,STEM,1-4,1,8,1
Male,No,no_enrollment,Graduate,STEM,10-14,2,53,1
Male,Yes,no_enrollment,Masters,STEM,1-4,2,32,1
Female,Yes,no_enrollment,Masters,STEM,15-20,1,9,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,156,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,102,0
Male,Yes,Full time course,Graduate,STEM,5-9,>4,5,0
Male,Yes,no_enrollment,Masters,Humanities,>20,>4,136,0
Male,No,Full time course,Graduate,STEM,5-9,never,158,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,11,0
Female,Yes,no_enrollment,Masters,STEM,5-9,1,42,1
Male,Yes,Part time course,Graduate,STEM,5-9,>4,78,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,64,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,68,1
Male,No,no_enrollment,Graduate,Other,>20,1,78,0
Male,No,no_enrollment,Graduate,No Major,15-20,never,18,0
Male,No,no_enrollment,Masters,Business Degree,1-4,4,39,1
Male,No,Full time course,High School,STEM,1-4,never,11,0
Female,No,Part time course,Graduate,STEM,5-9,never,78,1
Male,Yes,Full time course,Masters,STEM,1-4,1,24,1
Male,Yes,Full time course,Graduate,STEM,<1,1,92,0
Male,No,Full time course,Masters,STEM,5-9,1,45,1
Male,Yes,no_enrollment,Masters,STEM,>20,1,110,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,82,0
Male,Yes,no_enrollment,Masters,STEM,10-14,2,80,0
Male,No,no_enrollment,High School,STEM,5-9,never,21,1
Male,Yes,no_enrollment,Masters,STEM,5-9,2,31,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,20,0
Male,Yes,Part time course,Graduate,STEM,5-9,4,22,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,149,1
Female,Yes,Full time course,Graduate,STEM,1-4,2,236,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,140,1
Male,Yes,Full time course,Graduate,STEM,5-9,2,68,1
Male,No,no_enrollment,Phd,STEM,15-20,3,111,1
Male,Yes,no_enrollment,Masters,STEM,10-14,1,19,1
Male,No,no_enrollment,Graduate,STEM,15-20,>4,18,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,4,9,0
Male,No,Full time course,Graduate,STEM,1-4,1,67,1
Male,No,Full time course,Graduate,STEM,5-9,1,264,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,78,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,4,84,0
Male,No,no_enrollment,High School,STEM,1-4,never,96,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,never,160,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,57,1
Male,Yes,Full time course,Graduate,STEM,1-4,2,27,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,44,1
Male,Yes,no_enrollment,Masters,STEM,>20,1,2,0
Female,Yes,no_enrollment,Masters,STEM,10-14,>4,48,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,22,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,38,0
Male,Yes,Part time course,Graduate,STEM,1-4,3,84,0
Other,No,no_enrollment,High School,STEM,1-4,never,9,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,13,0
Female,Yes,no_enrollment,Graduate,STEM,1-4,1,40,0
Female,Yes,no_enrollment,Masters,STEM,>20,2,26,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,42,1
Male,No,Full time course,Graduate,STEM,<1,1,13,1
Male,Yes,no_enrollment,Phd,STEM,10-14,1,7,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,4,204,0
Male,Yes,Full time course,Masters,STEM,1-4,1,15,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,107,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,111,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,128,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,never,163,0
Male,Yes,no_enrollment,Graduate,Humanities,1-4,1,29,1
Male,No,no_enrollment,Phd,STEM,5-9,1,13,0
Male,Yes,no_enrollment,Graduate,Business Degree,>20,>4,43,1
Male,No,no_enrollment,High School,Arts,1-4,1,64,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,216,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,110,0
Male,No,Full time course,High School,STEM,5-9,1,60,0
Female,Yes,Full time course,Graduate,STEM,15-20,>4,48,1
Female,Yes,no_enrollment,Graduate,STEM,5-9,>4,12,1
Male,Yes,Full time course,Graduate,STEM,1-4,1,18,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,7,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,163,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,23,0
Female,Yes,no_enrollment,Masters,STEM,>20,3,92,0
Male,Yes,Full time course,Masters,STEM,1-4,1,131,1
Male,Yes,no_enrollment,Graduate,Business Degree,>20,never,14,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,15,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,53,1
Male,No,Full time course,Graduate,STEM,1-4,never,107,0
Male,No,no_enrollment,Graduate,STEM,1-4,1,13,0
Male,Yes,no_enrollment,Graduate,Humanities,15-20,3,36,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,122,0
Male,No,Full time course,High School,STEM,1-4,never,17,0
Male,Yes,no_enrollment,Masters,STEM,10-14,2,77,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,50,1
Male,No,no_enrollment,High School,STEM,1-4,never,59,1
Male,Yes,no_enrollment,High School,STEM,>20,>4,2,0
Male,No,no_enrollment,Primary School,No Major,1-4,never,14,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,161,0
Female,No,Full time course,Masters,STEM,1-4,never,121,0
Male,No,no_enrollment,High School,STEM,1-4,never,30,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,22,0
Male,Yes,Full time course,Graduate,STEM,5-9,never,18,1
Female,Yes,no_enrollment,Masters,STEM,>20,2,21,0
Male,Yes,Full time course,Graduate,STEM,1-4,never,28,0
Male,Yes,Part time course,Masters,STEM,5-9,1,150,1
Male,Yes,no_enrollment,Masters,STEM,1-4,1,13,1
Male,No,Full time course,Graduate,STEM,5-9,never,21,1
Male,Yes,no_enrollment,Masters,STEM,10-14,1,70,0
Male,Yes,no_enrollment,Graduate,Humanities,10-14,>4,4,0
Male,Yes,no_enrollment,Graduate,Other,10-14,2,54,0
Male,No,Full time course,High School,STEM,1-4,never,8,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,48,1
Male,Yes,Part time course,Masters,STEM,1-4,1,96,1
Male,No,Full time course,Graduate,STEM,5-9,1,47,0
Female,No,no_enrollment,Phd,STEM,5-9,>4,60,1
Male,No,Full time course,Graduate,STEM,5-9,>4,29,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,10,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,3,72,0
Male,Yes,Part time course,Graduate,STEM,10-14,3,36,1
Female,Yes,Full time course,Graduate,STEM,1-4,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,4,151,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,160,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,95,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,126,0
Male,No,no_enrollment,Graduate,Business Degree,1-4,3,25,1
Male,Yes,no_enrollment,Graduate,STEM,>20,1,57,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,151,0
Male,Yes,no_enrollment,Masters,STEM,15-20,2,46,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,36,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,111,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,78,1
Male,Yes,no_enrollment,Masters,STEM,>20,2,42,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,50,1
Male,Yes,no_enrollment,Graduate,STEM,>20,3,4,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,67,0
Male,No,Full time course,High School,STEM,<1,never,21,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,12,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,112,0
Male,No,Full time course,High School,STEM,1-4,never,119,1
Male,Yes,Part time course,Graduate,STEM,5-9,1,61,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,18,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,29,0
Male,Yes,no_enrollment,Masters,STEM,1-4,never,29,1
Male,Yes,no_enrollment,Graduate,Humanities,1-4,2,20,0
Female,Yes,no_enrollment,Phd,STEM,>20,>4,80,0
Female,No,no_enrollment,Graduate,STEM,5-9,1,14,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,84,0
Male,Yes,Part time course,Masters,STEM,15-20,1,31,0
Male,No,no_enrollment,Graduate,STEM,5-9,1,32,0
Male,Yes,Part time course,Graduate,STEM,>20,>4,5,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,9,0
Male,Yes,Full time course,High School,STEM,1-4,1,3,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,42,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,172,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,26,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,180,0
Male,Yes,no_enrollment,Masters,STEM,5-9,2,13,0
Male,Yes,no_enrollment,High School,STEM,15-20,1,76,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,29,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,6,0
Male,Yes,no_enrollment,Graduate,Other,1-4,1,18,0
Male,Yes,no_enrollment,Phd,STEM,>20,2,17,0
Male,No,Full time course,Graduate,STEM,1-4,never,9,1
Male,No,Part time course,High School,STEM,1-4,never,180,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,134,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,91,1
Male,No,Full time course,High School,STEM,10-14,2,99,1
Male,Yes,no_enrollment,Graduate,Other,1-4,1,108,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,33,1
Male,Yes,no_enrollment,Masters,STEM,5-9,1,33,1
Male,No,Full time course,High School,STEM,5-9,1,67,1
Male,No,no_enrollment,Masters,STEM,5-9,1,24,0
Female,Yes,Full time course,Graduate,STEM,1-4,1,55,0
Male,Yes,Part time course,Masters,STEM,5-9,1,24,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,34,1
Male,Yes,no_enrollment,High School,STEM,10-14,4,30,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,24,0
Male,No,no_enrollment,Graduate,STEM,10-14,2,108,0
Male,Yes,no_enrollment,Phd,STEM,>20,4,80,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,36,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,96,0
Male,Yes,no_enrollment,Graduate,Arts,>20,>4,133,0
Male,No,no_enrollment,Graduate,STEM,10-14,2,7,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,154,0
Male,Yes,no_enrollment,High School,STEM,>20,>4,8,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,7,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,50,1
Female,Yes,no_enrollment,Graduate,Other,10-14,2,20,0
Male,No,no_enrollment,Graduate,STEM,>20,>4,102,0
Male,Yes,Full time course,High School,STEM,5-9,1,12,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,21,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,23,0
Male,No,Full time course,Graduate,STEM,1-4,1,34,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,28,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,26,1
Male,Yes,no_enrollment,Masters,STEM,5-9,3,14,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,26,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,24,0
Male,Yes,no_enrollment,Graduate,Other,>20,>4,11,0
Male,Yes,no_enrollment,High School,Business Degree,>20,3,145,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,51,0
Male,No,no_enrollment,Masters,STEM,5-9,2,50,0
Male,Yes,Full time course,Masters,STEM,1-4,1,30,0
Male,Yes,no_enrollment,Graduate,No Major,5-9,2,72,1
Male,Yes,no_enrollment,Graduate,No Major,10-14,4,80,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,9,0
Female,Yes,no_enrollment,Masters,STEM,15-20,>4,50,0
Male,Yes,Full time course,Graduate,STEM,5-9,2,41,1
Female,No,Full time course,Graduate,STEM,1-4,never,22,1
Female,Yes,no_enrollment,Masters,STEM,>20,>4,156,1
Male,Yes,no_enrollment,Phd,STEM,>20,>4,36,1
Male,No,Full time course,High School,STEM,5-9,2,23,1
Male,Yes,no_enrollment,Graduate,STEM,>20,never,322,0
Male,Yes,no_enrollment,High School,STEM,1-4,2,42,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,37,1
Male,No,no_enrollment,High School,STEM,5-9,1,40,1
Male,No,Full time course,High School,STEM,1-4,3,21,1
Male,Yes,no_enrollment,Graduate,No Major,5-9,2,92,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,61,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,21,0
Male,No,no_enrollment,Graduate,STEM,5-9,never,48,1
Male,Yes,no_enrollment,Masters,STEM,<1,>4,35,0
Male,Yes,no_enrollment,Graduate,Humanities,>20,4,29,0
Male,Yes,Full time course,High School,STEM,5-9,3,23,0
Male,No,Full time course,Graduate,STEM,5-9,>4,8,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,36,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,47,0
Female,Yes,no_enrollment,Phd,STEM,>20,1,106,1
Male,Yes,no_enrollment,Graduate,Humanities,1-4,3,75,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,164,1
Male,No,Full time course,Graduate,STEM,5-9,1,4,1
Male,Yes,no_enrollment,Graduate,STEM,>20,never,28,1
Male,Yes,no_enrollment,Masters,STEM,10-14,2,47,0
Female,Yes,Full time course,Graduate,STEM,<1,1,68,0
Male,No,Full time course,Graduate,STEM,5-9,never,31,0
Male,No,Full time course,Graduate,STEM,5-9,never,161,1
Male,Yes,Full time course,Graduate,STEM,1-4,1,27,0
Male,No,Full time course,High School,STEM,10-14,1,97,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,45,0
Male,No,Full time course,Graduate,STEM,5-9,never,6,1
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,90,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,75,1
Male,No,no_enrollment,Graduate,STEM,>20,2,54,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,52,0
Male,Yes,Full time course,Graduate,STEM,1-4,4,4,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,61,0
Male,No,Full time course,Graduate,STEM,1-4,never,62,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,92,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,124,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,10,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,20,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,2,54,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,160,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,220,0
